nproc,mean_time,std_dev,scaled_speedup,gustafson,ideal
1,3.9775017666785666,0.038558278611865414,1.0,1.0,1
2,6.248127466688554,0.04666661325607485,1.2731820174554165,1.95,2
4,7.248962199975115,0.06592972272398459,2.1947979073154613,3.85,4
8,9.254884133328838,0.04151161058104058,3.438186116111144,7.65,8
