t,theta1,omega1,theta2,omega2,energy
0.0,1.5707963267948966,0.0,1.5787963267948966,0.0,0.07847916288267706
0.001,1.5707914217949928,-0.009809999614909876,1.578796326794704,-7.701459123226586e-10,0.07847916288267584
0.002,1.5707767067964378,-0.019619996915445068,1.5787963267918141,-6.167773702707425e-09,0.07847916288267265
0.003,1.5707521818027108,-0.02942998956741242,1.578796326779273,-2.085434101539203e-08,0.07847916288267376
0.004,1.570717846819643,-0.03923997519698203,1.5787963267454341,-4.9559256718140886e-08,0.0784791628826733
0.005,1.5706737018554677,-0.04904995137086933,1.5787963266738732,-9.71138557601151e-08,0.0784791628826734
0.006,1.5706197469208893,-0.05885991557651774,1.5787963265432696,-1.6848537308476062e-07,0.07847916288267069
0.007,1.570555982029173,-0.06866986520228212,1.5787963263272538,-2.6881091629665325e-07,0.0784791628826699
0.008,1.570482407196253,-0.07847979751761311,1.5787963259942195,-4.034314367295749e-07,0.0784791628826703
0.009000000000000001,1.5703990224408622,-0.08828970965324279,1.5787963255071036,-5.779256985420358e-07,0.07847916288266862
0.01,1.57030582778468,-0.09809959858137166,1.578796324823131,-7.981442454665255e-07,0.07847916288266722
0.011,1.5702028232525014,-0.10790946109585736,1.5787963238935263,-1.0702433648013613e-06,0.0784791628826683
0.012,1.5700900088724246,-0.11771929379240538,1.5787963226631907,-1.400719048183376e-06,0.07847916288266488
0.013000000000000001,1.56996738467606,-0.12752909304876192,1.5787963210703453,-1.7964409486756578e-06,0.07847916288266538
0.014,1.569834950698757,-0.1373388550049094,1.5787963190461405,-2.264686333630474e-06,0.07847916288266313
0.015,1.5696927069798523,-0.14714857554326477,1.5787963165142318,-2.8131740327955514e-06,0.07847916288266085
0.016,1.5695406535629373,-0.15695825026888133,1.5787963133903207,-3.450098381025478e-06,0.07847916288265792
0.017,1.5693787904961451,-0.1667678744896539,1.5787963095816624,-4.184163154935712e-06,0.07847916288265541
0.018000000000000002,1.569207117832458,-0.1765774431965284,1.57879630498654,-5.024615502800963e-06,0.07847916288265414
0.019,1.5690256356300338,-0.18638695104371578,1.5787962994937026,-5.981279866915884e-06,0.07847916288265157
0.02,1.5688343439525527,-0.19619639232891115,1.5787962929817732,-7.064591897567401e-06,0.07847916288264646
0.021,1.568633242869584,-0.2060057609735186,1.5787962853186188,-8.285632357728812e-06,0.07847916288264266
0.022,1.5684223324569717,-0.2158150505028822,1.578796276360689,-9.656161017487284e-06,0.0784791628826409
0.023,1.568201612797241,-0.2256242540265237,1.5787962659523203,-1.1188650537172098e-05,0.07847916288263868
0.024,1.567971083980023,-0.23543336421838815,1.5787962539250053,-1.2896320338031449e-05,0.07847916288263121
0.025,1.5677307461025018,-0.24524237329709736,1.5787962400966307,-1.4793170459268164e-05,0.07847916288262692
0.026000000000000002,1.5674805992698784,-0.2550512730062128,1.578796224270678,-1.6894015400126613e-05,0.07847916288262066
0.027,1.5672206435958558,-0.2648600545945081,1.5787962062353929,-1.921451794564568e-05,0.07847916288261418
0.028,1.5669508792031441,-0.27466870879625266,1.5787961857629205,-2.1771222974605138e-05,0.07847916288260956
0.029,1.5666713062239845,-0.28447722581150664,1.5787961626084057,-2.4581591248076618e-05,0.07847916288260634
0.03,1.5663819248006934,-0.29428559528642895,1.5787961365090606,-2.766403317689716e-05,0.07847916288260245
0.031,1.566082735086226,-0.30409380629359917,1.5787961071831977,-3.103794256630858e-05,0.07847916288259668
0.032,1.5657737372447604,-0.3139018473123541,1.5787960743292306,-3.4723730335830074e-05,0.0784791628825902
0.033,1.5654549314522999,-0.32370970620914097,1.5787960376246388,-3.874285821238134e-05,0.0784791628825839
0.034,1.5651263178972958,-0.3335173702178877,1.578795996724901,-4.311787239454744e-05,0.07847916288257906
0.035,1.5647878967812903,-0.34332482592039226,1.5787959512623932,-4.787243718569061e-05,0.07847916288257362
0.036000000000000004,1.5644396683195776,-0.35313205922673213,1.5787959008452543,-5.303136859360878e-05,0.07847916288256843
0.037,1.564081632741886,-0.3629390553556957,1.5787958450562172,-5.862066789420971e-05,0.07847916288256117
0.038,1.563713790293079,-0.3727457988152369,1.5787957834514068,-6.466755515655787e-05,0.07847916288255431
0.039,1.5633361412338758,-0.3825522733829548,1.5787957155591048,-7.120050272658567e-05,0.07847916288254833
0.04,1.5629486858415906,-0.3923584620866,1.5787956408784802,-7.824926866652096e-05,0.07847916288254135
0.041,1.5625514244108936,-0.40216434718461,1.5787955588782876,-8.584493014703016e-05,0.07847916288253307
0.042,1.5621443572545888,-0.4119699101466744,1.5787954689955308,-9.401991678885288e-05,0.07847916288252454
0.043000000000000003,1.5617274847044134,-0.42177513163433294,1.5787953706340936,-0.00010280804395062125,0.07847916288251411
0.044,1.561300807111855,-0.4315799914816086,1.578795263163338,-0.000112244545959374,0.0784791628825044
0.045,1.560864324848989,-0.4413844686756768,1.5787951459166685,-0.00012236610928010284,0.0784791628824946
0.046,1.5604180383093353,-0.45118854133757436,1.578795018190063,-0.00013321090562055016,0.07847916288248674
